,Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),OilPrice,,
363,09-06-2004,389.3,386.85,211.622,211.336,318.342,318.028,33.91,,
364,10-06-2004,384.25,384.95,210.042,210.724,318.562,319.249,34.59,,
365,11-06-2004,384.55,384.85,210.828,211.363,320.032,320.228,34.59,,
366,14-06-2004,382.9,385.1,211.687,212.153,319.403,319.082,34.29,,
367,15-06-2004,382.3,386.5,210.75,211.932,317.499,318.868,33.72,,
368,16-06-2004,387.75,385.25,211.885,210.393,320.455,319.763,33.93,,
369,17-06-2004,386,386.1,210.618,210.845,320.59,321.429,34.69,,
370,18-06-2004,388.7,395.1,212.254,214.962,323.62,326.125,35.19,,
371,21-06-2004,393.85,395.25,214.972,216.137,325.63,327.112,34.65,,
372,22-06-2004,394.6,395.75,216.754,217.206,326.548,327.039,34.36,,
373,23-06-2004,395.25,393.9,217.745,216.738,326.222,326.211,34.24,,
374,24-06-2004,396.75,400,218.294,219.66,327.46,328.65,34.1,,
375,25-06-2004,401.15,401.5,220.243,220.386,330.654,330.317,33.95,,
376,28-06-2004,401.7,404.25,220.037,220.648,330.536,331,33.07,,
377,29-06-2004,396.75,394.4,217.851,217.961,326.248,325.386,32.5,,
378,30-06-2004,393.75,395.8,217.626,217.964,324.689,324.932,32.68,,
379,01-07-2004,394.5,394.8,217.188,217.365,324.424,324.378,34,,
380,02-07-2004,394.7,397.75,216.964,217.373,324.93,323.374,34.75,,
381,05-07-2004,398.4,398.25,217.467,217.433,324.192,324.123,34.88,,
382,06-07-2004,398.4,394.5,217.349,214.123,324.14,321.123,35.58,,
383,07-07-2004,397.35,399.65,214.436,215.596,321.273,322.949,35.47,,
384,08-07-2004,402.2,405.35,217.405,218.4,325.615,327.159,35.91,,
385,09-07-2004,406.6,406.5,219.594,219.516,328.274,328.379,36.05,,
386,12-07-2004,408.55,406.35,219.05,218.139,328.601,327.834,35.83,,
387,13-07-2004,404.25,400.9,217.549,216.014,326.693,325.406,35.13,,
388,14-07-2004,403.3,403.8,217.131,217.295,326.057,325.514,35.79,,
389,15-07-2004,403.9,403.15,218.313,217.601,327.045,325.857,36.58,,
390,16-07-2004,403.7,406.3,217.511,216.809,326.512,326.241,36.81,,
391,19-07-2004,406.95,406.35,217.679,217.183,327.552,327.069,36.89,,
392,20-07-2004,405.5,400,217.835,216.041,326.227,323.625,36.49,,
393,21-07-2004,401.1,398.5,216.577,216.458,325.067,324.696,36.16,,
394,22-07-2004,395,397.75,214.557,215.443,322.265,324.112,36.6,,
395,23-07-2004,392.85,391.5,213.854,213.084,322.008,321.613,36.96,,
396,26-07-2004,391.65,390.75,213.004,212.399,322.319,321.87,37.02,,
397,27-07-2004,392.25,389.85,212.798,212.603,322.124,321.765,37.27,,
398,28-07-2004,386.2,387.3,212.642,212.954,321.485,322.052,37.95,,
399,29-07-2004,388.75,387.3,213.893,213.86,323.392,321.892,37.94,,
400,30-07-2004,389.6,391.4,214.526,214.878,323.427,323.792,38.69,,
401,02-08-2004,393.25,391.5,214.68,214.11,325.592,324.6,39.04,,
402,03-08-2004,390.6,390.95,214.615,214.537,324.958,324.117,39.33,,
403,04-08-2004,392.7,391.5,215.864,215.11,327.032,325.951,39.29,,
404,05-08-2004,391.8,390.85,214.803,214.576,324.876,324.68,39.55,,
405,06-08-2004,392.25,399,214.873,216.471,325.249,325.847,39.67,,
406,09-08-2004,398.6,399,216.278,216.824,324.99,325.289,40.04,,
407,10-08-2004,399.05,399.5,217.324,217.309,325.171,324.48,40,,
408,11-08-2004,396.25,393.85,216.921,215.537,324.104,322.669,40.08,,
409,12-08-2004,396.25,394.15,216.4,215.902,323.206,322.334,40.76,,
410,13-08-2004,392.75,396.75,216.129,215.918,321.926,322.037,41.33,,
411,16-08-2004,399.3,401.65,216.658,217.874,323.529,325.381,41.7,,
412,17-08-2004,401.45,401.3,218.512,219.074,325.219,325.255,41.75,,
413,18-08-2004,403.2,402.45,220.569,221.005,326.901,327.169,42.07,,
414,19-08-2004,406.3,406.5,222.386,222.192,328.509,329.097,42.6,,
415,20-08-2004,405.8,410.55,221.773,225.45,328.503,333.401,43.16,,
416,23-08-2004,409.95,410.6,225.83,225.915,334.326,335.649,42.27,,
417,24-08-2004,406.9,406.2,225.055,226.069,334.484,335.315,41.43,,
418,25-08-2004,405.5,406,225.553,225.744,335.013,335.482,40.45,,
419,26-08-2004,405.95,406.05,226.055,226.464,336.413,336.468,39.02,,
420,27-08-2004,406.85,405.1,226.028,225.733,336.434,337.292,39.05,,
421,31-08-2004,408.1,407.25,227.417,227.222,337.831,335.849,38.15,,
422,01-09-2004,408,407.65,227.323,227.394,335.388,335.211,38.81,,
423,02-09-2004,407.8,406.1,227.085,227.163,334.784,334.129,39.68,,
424,03-09-2004,405.8,401.15,226.603,225.277,333.443,332.078,39.12,,
425,06-09-2004,401.6,401.6,225.783,225.821,333.029,332.671,38.66,,
426,07-09-2004,401.8,398.1,225.54,224.56,331.956,329.444,38.13,,
427,08-09-2004,398.1,396.3,224.092,223.519,329.689,329.153,38.19,,
428,09-09-2004,399.25,398.7,223.87,223.537,327.791,327.528,38.74,,
429,10-09-2004,400.65,401.35,223.702,223.158,327.864,326.619,38.82,,
430,13-09-2004,400.75,399.3,222.911,221.87,327.223,326.092,38.3,,
431,14-09-2004,403.5,405.25,224.591,225.201,329.657,330.143,39.07,,
432,15-09-2004,404.8,404.45,225.868,227.181,330.449,331.897,39.02,,
433,16-09-2004,404.4,403.4,226.567,225.805,333.004,332.701,38.44,,
434,17-09-2004,404.6,405.7,225.492,226.269,331.639,333.114,39.5,,
435,20-09-2004,404.15,404.3,226.237,226.816,332.524,333.086,40.2,,
436,21-09-2004,405.45,408.5,226.635,227.703,331.928,333.143,40.71,,
437,22-09-2004,407.5,405.35,227.146,226.187,331.409,331.087,41.75,,
438,23-09-2004,408.05,411.5,226.82,228.383,331.532,334.01,42.27,,
439,24-09-2004,409.45,407.85,227.576,225.893,333.211,331.316,42.31,,
440,27-09-2004,409,409.2,226.505,226.428,333.198,333.116,42.9,,
441,28-09-2004,410.3,411.7,226.372,227.007,333.523,333.982,43.54,,
442,29-09-2004,411.55,412.95,227.413,229.264,333.942,335.214,43.13,,
443,30-09-2004,412.35,415.65,229.338,230.022,334.537,335.121,43.39,,
444,01-10-2004,418.15,418.1,232.37,232.795,337.109,337.042,43.29,,
445,04-10-2004,416.85,412.55,232.423,231.315,336.876,335.871,43.28,,
446,05-10-2004,414.25,415.4,232.307,232.848,337.09,337.34,43.8,,
447,06-10-2004,417.95,418.45,234.935,235.124,340.628,340.73,44.26,,
448,07-10-2004,417.9,418.1,234.973,234.44,340.172,339.919,45.08,,
449,08-10-2004,418.05,421.75,233.874,235.115,339.106,339.984,45.19,,
450,11-10-2004,421.75,421.7,234.814,234.708,339.984,340.355,46.04,,
451,12-10-2004,418.2,414.7,233.932,232.039,339.669,336.826,46.49,,
452,13-10-2004,412.45,411.25,230.226,230.237,334.781,335.742,44.99,,
453,14-10-2004,414.65,415.35,230.297,231.251,335.504,335.772,45.48,,
454,15-10-2004,417.8,420.4,232.447,233.167,337.18,337.048,46.14,,
455,18-10-2004,418.5,419.1,232.075,232.317,335.552,334.932,45.47,,
456,19-10-2004,416.25,419.35,231.379,232.649,333.133,335.265,44.98,,
457,20-10-2004,421.7,423.6,233.306,233.904,335.428,336.297,45.87,,
458,21-10-2004,425.5,422.5,232.641,231.304,337.083,335.211,46.61,,
459,22-10-2004,422.4,422.8,231.642,231.671,334.654,334.971,46.52,,
460,25-10-2004,429,429.15,232.735,233.208,335.235,335.667,46.06,,
461,26-10-2004,427.15,427.5,232.501,232.274,333.946,334.246,45.48,,
462,27-10-2004,425.85,428.25,231.818,232.77,333.817,335.015,44.75,,
463,28-10-2004,423.85,424.2,231.675,231.677,333.189,332.836,43.59,,
464,29-10-2004,426.2,425.55,232.833,232.351,334.379,334.184,43.39,,
465,01-11-2004,428.1,428.85,233.526,233.961,335.765,336.221,43.31,,
466,02-11-2004,425.1,424.2,231.978,230.757,334.645,333.884,41.98,,
467,03-11-2004,422.2,423.5,229.332,229.266,332.049,331.248,41.44,,
468,04-11-2004,426.3,430.5,230.957,233.65,332.009,334.603,40.53,,
469,05-11-2004,428.75,431,232.953,233.541,333.528,333.979,38.56,,
470,08-11-2004,432.95,431.9,232.794,232.83,432.95,333.9,38.67,,
471,09-11-2004,432.3,433.65,233.146,233.774,335.064,335.642,38.03,,
472,10-11-2004,435.1,433.4,234.353,234.422,336.27,335.709,37.73,,
473,11-11-2004,433.35,433.8,234.954,235.313,336.4,336.149,37.16,,
474,12-11-2004,436.9,436.05,236.559,235.83,338.053,337.709,36.96,,
475,15-11-2004,439.5,437.6,236.953,236.209,339.173,337.654,36.11,,
476,16-11-2004,437.95,439.4,236.308,237.283,337.352,339.043,35.94,,
477,17-11-2004,444.5,443.45,238.914,238.696,340.874,340.435,35.49,,
478,18-11-2004,444.3,442,239.321,238.79,340.59,339.791,36.2,,
479,19-11-2004,443.7,445.6,239.088,240.022,341.386,341.718,37.53,,
480,22-11-2004,447,447.8,241.022,241.298,342.976,343.221,38.62,,
481,23-11-2004,447,448.15,239.858,239.588,343.002,342.491,38.69,,
482,24-11-2004,448.65,448.6,239.165,238.744,341.308,340.726,38.95,,
483,25-11-2004,451.7,451.15,239.476,238.944,342.327,341.216,39.06,,
484,26-11-2004,451.55,451,238.865,238.221,341.566,340.121,38.89,,
485,29-11-2004,450.4,451.25,238.597,238.693,339.668,340.232,39.46,,
486,30-11-2004,452,453.4,237.895,237.159,340.618,340.493,39.77,,
487,01-12-2004,451.1,452.85,235.07,235.271,339.3,340.248,38.03,,
488,02-12-2004,454.35,454.2,235.244,235.13,341.257,340.531,35.42,,
489,03-12-2004,449.15,448.65,233.519,232.052,338.317,336.118,34.53,,
490,06-12-2004,455.75,453.05,234.512,233.267,338.848,337.467,34.89,,
491,07-12-2004,453.75,451.8,233.027,232.383,337.511,336.536,34.21,,
492,08-12-2004,445.75,436.9,230.863,226.926,334.723,329.611,33.78,,
493,09-12-2004,437.35,437.1,228.095,227.938,328.7,328.671,34.29,,
494,10-12-2004,433.9,434,227.709,226.987,329.461,328.663,33.92,,
495,13-12-2004,436.95,435.1,227.982,226.934,328.979,327.882,33.99,,
496,14-12-2004,438.6,437.1,227.809,226.888,329.551,328.474,34.72,,
497,15-12-2004,437.8,439,226.452,226.137,328.014,327.563,36.47,,
498,16-12-2004,441.25,439.5,226.736,226.593,329.414,330.302,36.84,,
499,17-12-2004,439.2,438.9,226.544,226.529,330.151,330.298,37.87,,
500,20-12-2004,441.75,442.45,227.121,227.224,330.775,330.68,38.34,,
501,21-12-2004,441.85,440.95,228.346,228.543,329.936,329.436,38.26,,
502,22-12-2004,442.7,441,230.357,230.576,330.447,329.59,37.41,,
503,23-12-2004,442.4,441.1,230.441,229.68,328.971,327.056,36.71,,
505,29-12-2004,443.5,440.25,230.115,229.824,325.576,323.476,35.54,,
506,30-12-2004,435.15,435.6,226.464,226.851,319.728,320.247,36.19,,
508,04-01-2005,426.8,427.75,225.201,226.203,318.698,320.124,36.57,,
509,05-01-2005,425.5,426,227.079,226.187,321.812,321.655,37.24,,
510,06-01-2005,425.8,424.35,227.372,225.995,322.869,321.307,38.19,,
511,07-01-2005,423.15,422.2,224.685,224.467,319.6,320.455,39.35,,
512,10-01-2005,421.25,420,224.284,224.239,321.197,320.807,40.12,,
513,11-01-2005,422.55,421.35,224.928,224.469,320.965,320.394,39.45,,
514,12-01-2005,421.7,426.6,225.267,225.714,322.154,321.477,39.81,,
515,13-01-2005,424.65,423.6,225.016,225.104,321.048,320.763,41.08,,
516,14-01-2005,421.7,422.5,225.315,225.779,321.442,322.224,41.8,,
517,17-01-2005,422.85,422.25,226.135,227.138,322.712,322.821,41.81,,
518,18-01-2005,422.55,421.75,226.204,226.018,324.041,324.124,41.97,,
519,19-01-2005,424.1,424.95,225.645,226.423,324.161,325.732,41.52,,
520,20-01-2005,421.7,422.9,226.1,225.848,325.637,326.035,40.68,,
521,21-01-2005,423.3,423.3,227.044,226.364,325.54,325.415,41.63,,
522,24-01-2005,427.6,427.35,227.205,227.411,326.761,326.895,42.49,,
523,25-01-2005,426.2,424.5,226.811,226.945,326.14,326.237,42.68,,
524,26-01-2005,423.7,425.8,225.763,226.429,325.546,326.284,43.1,,
525,27-01-2005,426.3,424.5,226.466,225.378,326.867,325.987,43.01,,
526,28-01-2005,426.4,426.8,226.123,226.251,326.818,327.1,41.88,,
527,31-01-2005,423.8,422.15,225.186,223.762,326.377,324.058,40.95,,
528,01-02-2005,421.15,420.9,224.004,223.764,323.166,323.421,41.28,,
529,02-02-2005,421.9,421.6,223.808,223.471,322.677,322.941,40.62,,
530,03-02-2005,419.8,416.5,222.163,221.484,322.155,321.002,40.19,,
531,04-02-2005,416.5,415.9,220.978,220.625,321.101,320.861,40.73,,
532,07-02-2005,414.5,414.4,221.836,221.913,322.643,322.842,39.98,,
533,08-02-2005,411.5,411.1,221.857,221.725,322.922,322.558,39.79,,
534,09-02-2005,413.2,411.15,221.769,221.584,323.141,322.193,39.94,,
535,10-02-2005,413.5,415.5,222.312,222.478,323.224,322.844,40.54,,
536,11-02-2005,417.05,418.85,223.32,224.693,324.149,325.675,41.38,,
537,14-02-2005,422.8,424.2,224.238,224.706,325.757,327.492,41.44,,
538,15-02-2005,424.6,424.4,225.025,225.027,327.194,326.99,41.84,,
539,16-02-2005,424.15,423.1,224.572,225.269,325.918,325.462,41.87,,
540,17-02-2005,426.6,426.25,225.714,225.613,326.571,326.603,42.56,,
541,18-02-2005,426.55,427.1,225.2,225.502,326.758,326.904,42.68,,
542,21-02-2005,427.1,427.15,225.169,225.421,327.029,327.243,43.12,,
543,22-02-2005,430.75,432.85,225.559,227.254,326.647,327.718,44.28,,
544,23-02-2005,433.25,432.6,226.987,226.658,327.996,327.355,44.72,,
545,24-02-2005,434.75,433.75,228.012,227.011,327.989,327.953,45.24,,
546,25-02-2005,432.4,434.25,226.411,226.916,327.824,329.152,45.49,,
547,28-02-2005,436.55,435.45,226.909,226.514,329.124,328.741,46.26,,
548,01-03-2005,434.65,433.45,226.192,225.802,329.156,328.496,46.17,,
549,02-03-2005,429.15,431.75,224.662,225.929,327.221,329.178,47.01,,
550,03-03-2005,433.25,430.2,226.761,225.578,329.167,327.921,48.36,,
551,04-03-2005,429.65,433.45,225.242,225.638,327.427,327.949,48.37,,
552,07-03-2005,433.6,433,226.589,226.299,328.286,328.279,48.15,,
553,08-03-2005,434.85,437.25,226.543,226.613,328.61,328.389,49.01,,
554,09-03-2005,439.9,439.5,228.33,228.585,329.045,329.213,49.87,,
555,10-03-2005,440.2,440.9,228.379,229.158,328.36,328.414,49.4,,
556,11-03-2005,440.95,443.7,229.793,230.47,328.748,330.109,49.2,,
557,14-03-2005,442.75,441.95,230.599,230.759,330.263,330.158,49.59,,
558,15-03-2005,442,440.65,230.569,230.008,330.665,330.595,50.21,,
559,16-03-2005,441.2,443,229.481,229.796,330.314,330.68,50.78,,
560,17-03-2005,442.65,438.6,230.008,228.057,330.953,327.925,51.76,,
561,18-03-2005,436.65,437.15,227.718,228.229,327.791,329.055,51.67,,
562,21-03-2005,436.25,432.7,228.906,227.821,329.868,327.878,51.76,,
563,22-03-2005,430.65,432.15,226.825,227.411,326.819,327.386,51.03,,
564,23-03-2005,427.25,426.15,227.273,227.341,327.52,327.153,49.09,,
565,24-03-2005,424.9,425.15,227.389,227.134,327.35,327.29,50.12,,
566,29-03-2005,426.95,426.1,227.877,227.496,330.048,330.131,49.04,,
567,30-03-2005,426.5,426.45,226.645,226.594,328.963,328.899,48.8,,
568,31-03-2005,427.5,427.5,227.345,226.574,330.09,329.226,50.23,,
569,01-04-2005,427.45,427.15,226.572,225.528,329.67,328.451,51.65,,
570,04-04-2005,425.95,423.9,226.955,226.261,330.45,330.063,52.93,,
571,05-04-2005,423.7,424.6,226.034,226.116,330.551,330.582,52.27,,
572,06-04-2005,426.6,425.75,226.529,226.583,330.57,330.988,52.1,,
573,07-04-2005,426.4,428,227.038,227.817,330.287,331.218,51.85,,
574,08-04-2005,425.4,425.2,227.608,227.38,331.489,331.411,49.94,,
575,11-04-2005,428.1,429,226.556,226.96,330.248,330.916,49.14,,
576,12-04-2005,429.15,427.3,226.644,226.588,330.446,331.497,49.43,,
577,13-04-2005,428.85,427.5,226.426,226.334,331.286,332.168,47.84,,
578,14-04-2005,427.2,423.45,226.367,225.515,331.806,331.26,47.5,,
579,15-04-2005,423.65,424.6,225.023,224.739,330.023,329.607,47.08,,
580,18-04-2005,425.65,425.75,224.097,224.197,327.978,327.979,46.52,,
581,19-04-2005,426.9,427.45,223.754,223.608,328.284,328.782,47.71,,
582,20-04-2005,432.4,433.2,226.009,226.155,331.773,332.209,49.02,,
583,21-04-2005,433.4,434,226.603,227.285,331.092,331.754,49.25,,
584,22-04-2005,433.4,434.6,226.674,226.815,331.624,332.314,50.61,,
585,25-04-2005,433,432.9,226.761,226.863,333.719,333.822,50.17,,
586,26-04-2005,434.7,437,228.069,229.396,335.003,336.75,49.9,,
587,27-04-2005,434.1,434.35,228.402,227.587,336.043,334.759,48.88,,
588,28-04-2005,432.75,432.5,227.368,226.832,334.894,334.83,48.03,,
589,29-04-2005,433.2,435.7,226.462,227.996,334.259,336.812,47.9,,
590,03-05-2005,429.2,427.9,226.551,226.163,333.489,332.092,47.4,,
591,04-05-2005,429.2,428.8,225.871,225.447,331.429,330.864,47.33,,
592,05-05-2005,430.5,429.15,226.162,225.358,331.92,331.441,47.63,,
593,06-05-2005,429.7,425.15,226.48,224.638,331.815,330.856,47.92,,
594,09-05-2005,425.8,425.5,225.949,226.029,331.723,331.645,47.82,,
595,10-05-2005,426.9,427.4,226.99,227.123,332.166,332.142,48.16,,
596,11-05-2005,428.35,426.1,226.964,227.581,332.183,333.151,47.39,,
597,12-05-2005,426.25,424.25,228.283,227.785,333.659,333.871,45.87,,
598,13-05-2005,421.45,420,226.757,226.598,333.083,332.542,45.54,,
599,16-05-2005,419.9,419.25,227.959,228.225,332.462,331.816,45.47,,
600,17-05-2005,420.35,420,228.327,228.571,332.292,332.673,45.6,,
601,18-05-2005,419.4,419.75,228.868,228.834,332.461,332.502,45.11,,
602,19-05-2005,421.75,420.8,229.175,229.082,333.267,333.201,44.65,,
603,20-05-2005,420.7,418,228.977,228.853,332.964,332.935,45.27,,
604,23-05-2005,417.6,418,228.471,228.565,332.802,332.379,45.5,,
605,24-05-2005,418.25,418.3,228.465,228.367,332.631,332.037,45.7,,
606,25-05-2005,418.5,418.4,229.089,228.26,332.75,331.616,46.41,,
607,26-05-2005,418.75,418,229.101,229.23,333.294,333.679,47.17,,
608,27-05-2005,418.6,418.25,229.559,229.581,333.865,333.639,47.45,,
609,31-05-2005,416.9,414.45,229.129,227.283,336.617,335.859,47.6,,
610,01-06-2005,416.1,415.35,229.357,228.78,339.396,338.785,49.3,,
611,02-06-2005,417.2,420.4,229.559,231.753,339.656,343.24,50.23,,
612,03-06-2005,423.2,423.55,232.719,233.078,344.682,345.051,50.72,,
613,06-06-2005,424.8,425.85,233.278,234.177,346.069,346.783,51.18,,
614,07-06-2005,426.6,424.1,232.987,231.812,346.688,345.781,50.74,,
615,08-06-2005,424.9,424.55,231.427,230.922,345.026,344.462,50.21,,
616,09-06-2005,423.55,422.5,232.082,231.672,346.264,345.067,50.55,,
617,10-06-2005,422.75,422.55,231.745,232.234,345.779,347.692,50.74,,
618,13-06-2005,425.6,429.1,236.051,238.124,353.4,356.395,50.83,,
619,14-06-2005,426.95,426.85,235.78,236.09,351.834,354.291,52.05,,
620,15-06-2005,426.65,428.7,235.875,235.938,354.066,354.298,52.26,,
621,16-06-2005,431.3,433,237.004,237.716,356.446,358.088,50.18,,
622,17-06-2005,436.05,437.5,239.154,239.857,359.54,358.901,51.58,,
623,20-06-2005,440.5,439.35,241.04,241.07,360.327,361.605,52.78,,
624,21-06-2005,434.35,435.2,238.838,238.793,359.115,359.669,52.88,,
625,22-06-2005,437.5,437,240.477,239.846,360.231,360.383,52.34,,
626,23-06-2005,437.15,439.15,239.995,241.45,361.49,364.501,52.69,,
627,24-06-2005,442.95,440.55,243.513,241.795,367.289,364.694,53.36,,
628,27-06-2005,439.35,439.3,240.213,240.344,361.367,361.237,54.26,,
629,28-06-2005,437.5,437,240.319,240.44,361.57,361.665,53.82,,
630,29-06-2005,434.9,435.8,239.548,241.762,360.673,361.87,52.5,,
631,30-06-2005,436.8,437.1,243.316,243.809,362.159,361.748,52.01,,
632,01-07-2005,434.2,432.6,243.631,243.376,359.14,359.362,52.58,,
633,04-07-2005,427.6,427.4,242.844,242.772,358.785,359.009,53.41,,
634,05-07-2005,426,423.75,242.528,241.11,357.833,355.346,53.9,,
635,06-07-2005,423.85,423.5,241.648,241.311,356.027,355.464,54.8,,
636,07-07-2005,427.85,425.2,245.186,243.737,356.988,356.024,54.82,,
637,08-07-2005,423.75,424.4,243.885,243.349,355.793,354.109,54.94,,
638,11-07-2005,425,424.2,243.623,242.844,353.783,353.059,53.31,,
639,12-07-2005,426.95,426.25,241.419,240.615,350.562,349.528,54.31,,
640,13-07-2005,425.55,424.5,241.077,241.371,349.212,350.248,54.53,,
641,14-07-2005,422.5,424.3,239.648,240.697,349.491,349.996,53.37,,
642,15-07-2005,419.6,418.35,238.233,238.621,346.376,347.553,52.44,,
643,18-07-2005,421.6,420.9,241.107,240.624,349.122,349.15,52.38,,
644,19-07-2005,420,419.25,241.033,241.517,350.204,350.134,51.9,,
645,20-07-2005,420.65,422.15,242.17,243.216,347.99,350.158,52.15,,
646,21-07-2005,423.65,424.25,242.46,243.165,348.396,349.263,51.23,,
647,22-07-2005,426.35,425,242.727,243.777,350.156,350.487,51.81,,
648,25-07-2005,424.85,425.4,244.363,244.483,351.814,352.561,52.07,,
649,26-07-2005,424.5,423.25,244.415,243.725,353.691,352.792,52.69,,
650,27-07-2005,422.75,424,243.449,243.343,352.585,352.482,52.86,,
651,28-07-2005,425.3,426.4,243.823,243.769,352.536,353.478,53.13,,
652,29-07-2005,427.15,429,243.612,244.125,353.396,353.844,54.2,,
653,01-08-2005,431.35,431.65,244.28,243.87,353.276,353.175,55.12,,
654,02-08-2005,431.85,431,243.845,243.365,353.541,353.134,55.13,,
655,03-08-2005,433.6,434.6,243.186,244.157,352.034,352.989,55.43,,
656,04-08-2005,435.6,438.6,245.27,246.82,353.686,355.372,55.07,,
657,05-08-2005,437.5,438.25,246.091,246.846,353.592,354.83,55.29,,
658,08-08-2005,436.85,436.2,244.46,244.028,352.725,352.542,56.57,,
659,09-08-2005,434.7,433.3,243.502,242.936,351.244,351.22,56.45,,
660,10-08-2005,436.3,436.55,243.349,242.906,351.741,352.056,57.3,,
661,11-08-2005,437.8,440.75,242.844,243.778,352.865,354.301,58.28,,
662,12-08-2005,447.25,447.25,246.324,246.5,358.603,359.641,59.14,,
663,15-08-2005,442.6,443.5,244.328,245.244,357.166,358.761,59.05,,
664,16-08-2005,440.85,443,243.671,245.063,357.746,359.607,58.89,,
665,17-08-2005,444.25,442,245.904,244.32,361.473,359.583,57.71,,
666,18-08-2005,439,439.65,243.025,245.067,358.572,361.317,56.51,,
667,19-08-2005,439.25,439.65,244.558,244.999,360.721,361.257,57.53,,
668,22-08-2005,437.5,439.65,243.597,243.844,359.343,359.691,58.1,,
669,23-08-2005,439.85,439.35,244.633,244.11,359.501,359.387,58.15,,
670,24-08-2005,438.25,440,244.355,244.241,359.369,358.511,58.9,,
671,25-08-2005,439,438.85,243.348,243.467,356.766,357.079,59.75,,
672,26-08-2005,438.5,436.75,242.735,241.699,356.07,354.505,59.76,,
673,30-08-2005,436.15,430.65,243.932,241.261,357.061,353.455,60.36,,
674,31-08-2005,433,433.25,242.577,241.836,354.569,353.673,61.1,,
675,01-09-2005,435.5,439.6,240.861,241.937,352.118,354.088,61.37,,
676,02-09-2005,446.3,443.6,242.99,241.231,355.193,353.213,60.73,,
677,05-09-2005,445.6,446.05,241.126,241.565,355.06,355.56,59.22,,
678,06-09-2005,443.5,444.15,240.915,240.862,355.968,355.604,59.05,,
